全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
122033,,市川市,相之川第一団地,アイノカワダイイチダンチ,,,,,,122033,,千葉県市川市新井1丁目1-20,千葉県,市川市,新井1丁目,1-20,,35.67815233,139.89419,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,相之川第二団地,アイノカワダイニダンチ,,,,,,122033,,千葉県市川市相之川1丁目７,千葉県,市川市,相之川1丁目,７,,35.68106736,139.8949113,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,相之川第三団地,アイノカワダイサンダンチ,,,,,,122033,,千葉県市川市相之川1丁目23,千葉県,市川市,相之川1丁目,23,,35.68063337,139.8925696,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,塩浜団地,シオハマダンチ,,,,,,122033,,千葉県市川市塩浜4丁目4及び4-6,千葉県,市川市,塩浜4丁目,4及び4-6,,35.66449959,139.9134319,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,鬼高公民館,オニタカ　コウミンカン,,,,,,122033,,千葉県市川市鬼高2丁目12-23,千葉県,市川市,鬼高2丁目,12-23,,35.71323447,139.9387933,,,(047)334-2612,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,無,無,無,,,,,,無,無,無,,,,http://www.city.ichikawa.lg.jp/edu12/1421000001.html,,,スロープのみ有
122033,,市川市,信篤公民館,シントク　コウミンカン,,,,,,122033,,千葉県市川市高谷1丁目8-1,千葉県,市川市,高谷1丁目,8-1,,35.701715,139.941797,,,(047)327-6807,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,有,,,,,,無,有,有,,,,http://www.city.ichikawa.lg.jp/edu12/1441000001.html,,,スロープ、エレベーターのみ有
122033,,市川市,東部公民館,トウブ　コウミンカン,,,,,,122033,,千葉県市川市本北方3丁目19-16,千葉県,市川市,本北方3丁目,19-16,,35.7287625,139.9507811,,,(047)337-8886,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,無,,,,,,無,有,有,,,,http://www.city.ichikawa.lg.jp/edu12/1411000002.html,,,スロープ、エレベーターのみ有
122033,,市川市,柏井公民館,カシワイ　コウミンカン,,,,,,122033,,千葉県市川市柏井町2丁目844,千葉県,市川市,柏井町2丁目,844,,35.74600287,139.9653991,,,(047)338-2988,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,無,無,無,,,,,,無,有,有,,,,http://www.city.ichikawa.lg.jp/edu12/1421000002.html,,,スロープのみ有
122033,,市川市,若宮公民館,ワカミヤ　コウミンカン,,,,,,122033,,千葉県市川市若宮2丁目15-8,千葉県,市川市,若宮2丁目,15-8,,35.72250796,139.955775,,,(047)336-7958,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,無,無,有,,,,,,無,有,無,,,,http://www.city.ichikawa.lg.jp/edu12/1441000002.html,,,スロープのみ有
122033,,市川市,市川公民館,イチカワ　コウミンカン,,,,,,122033,,千葉県市川市市川2丁目33-2,千葉県,市川市,市川2丁目,33-2,,35.73110477,139.9065669,,,(047)321-1171,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,無,,,,,,無,無,有,,,,http://www.city.ichikawa.lg.jp/edu12/1411000003.html,,,スロープ、エレベーターのみ有
122033,,市川市,西部公民館,セイブ　コウミンカン,,,,,,122033,,千葉県市川市中国分2丁目13-8,千葉県,市川市,中国分2丁目,13-8,,35.74937605,139.9133368,,,(047)373-8175,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,無,,,,,,無,有,有,,,,http://www.city.ichikawa.lg.jp/edu12/1421000003.html,,,スロープ、エレベーターのみ有
122033,,市川市,曽谷公民館,ソヤ　コウミンカン,,,,,,122033,,千葉県市川市曽谷6丁目25-5,千葉県,市川市,曽谷6丁目,25-5,,35.74366146,139.9275789,,,(047)372-2871,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,有,,,,,,無,有,有,,,,http://www.city.ichikawa.lg.jp/edu12/1441000003.html,,,スロープ、エレベーターのみ有
122033,,市川市,本行徳公民館,ホンギョウトク　コウミンカン,,,,,,122033,,千葉県市川市本行徳12-8,千葉県,市川市,本行徳,12-8,,35.69454584,139.9182808,,,(047)359-1351,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,無,,,,,,無,無,有,,,,http://www.city.ichikawa.lg.jp/edu12/1421000004.html,,,スロープ、エレベーターのみ有
122033,,市川市,幸公民館,サイワイ　コウミンカン,,,,,,122033,,千葉県市川市幸1丁目16-18,千葉県,市川市,幸1丁目,16-18,,35.6803691,139.9278183,,,(047)398-0481,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,有,,,,,,無,無,無,,,,http://www.city.ichikawa.lg.jp/edu12/1431000004.html,,,スロープ、エレベーターのみ有
122033,,市川市,南行徳公民館,ミナミギョウトク　コウミンカン,,,,,,122033,,千葉県市川市相之川1丁目3-７,千葉県,市川市,相之川1丁目,3-７,,35.68022688,139.8991292,,,(047)356-7371,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,有,,,,,,無,有,有,,,,http://www.city.ichikawa.lg.jp/edu12/1441000004.html,,,スロープ、エレベーターのみ有
122033,,市川市,菅野公民館,スガノ　コウミンカン,,,,,,122033,,千葉県市川市菅野3丁目24-2,千葉県,市川市,菅野3丁目,24-2,,35.73263472,139.91687,,,(047)322-7761,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,有,,,,,,有,無,有,,,,http://www.city.ichikawa.lg.jp/edu12/1431000001.html,,,スロープのみ有
122033,,市川市,市川駅南公民館,イチカワエキミナミ　コウミンカン,,,,,,122033,,千葉県市川市大洲4丁目18-3市川市こども発達センター内,千葉県,市川市,大洲4丁目,18-3,市川市こども発達センター内,35.72271341,139.9064649,,,(047)370-3564,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,無,,,,,,無,有,有,,,,http://www.city.ichikawa.lg.jp/edu12/1431000003.html,,,スロープ、エレベーターのみ有
122033,,市川市,大野公民館,オオノ　コウミンカン,,,,,,122033,,千葉県市川市南大野2丁目3-19,千葉県,市川市,南大野2丁目,3-19,,35.74521552,139.9532094,,,(047)339-3400,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,有,,,,,,有,有,有,,,,http://www.city.ichikawa.lg.jp/edu12/1431000002.html,,,スロープ、エレベーターのみ有
122033,,市川市,行徳公民館,ギョウトク　コウミンカン,,,,,,122033,,千葉県市川市末広1丁目1-31,千葉県,市川市,末広1丁目,1-31,,35.68579054,139.9163003,,,(047)356-0763,,,,,,,市川市,月火水木金土日,9:00,21:00,毎月最終月曜日、祝日、及び12/29～1/3利用不可,,,,,有,無,無,,,,,,有,有,有,,,,http://www.city.ichikawa.lg.jp/edu12/1411000004.html,,,スロープ、エレベーターのみ有
122033,,市川市,市川地域ふれあい館,イチカワ　チイキフレアイカン,,,,,,122033,,千葉県市川市市川2丁目７-７,千葉県,市川市,市川2丁目,７-７,,35.7309667,139.9035244,,,(047)322-7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1321000001.html,,,
122033,,市川市,宮田地域ふれあい館,ミヤタ　チイキフレアイカン,,,,,,122033,,千葉県市川市新田5丁目16-6,千葉県,市川市,新田5丁目,16-6,,35.72773994,139.911233,,,(047)324-4525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1321000001.html,,,
122033,,市川市,平田地域ふれあい館,ヒラタ　チイキフレアイカン,,,,,,122033,,千葉県市川市平田2丁目16-７,千葉県,市川市,平田2丁目,16-７,,35.72481459,139.918123,,,(047)322-4467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1321000001.html,,,
122033,,市川市,八幡地域ふれあい館,ヤワタ　チイキフレアイカン,,,,,,122033,,千葉県市川市八幡1丁目21-10,千葉県,市川市,八幡1丁目,21-10,,35.71891909,139.932323,,,(047)332-5538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1321000001.html,,,
122033,,市川市,本八幡地域ふれあい館,モトヤワタ　チイキフレアイカン,,,,,,122033,,千葉県市川市八幡3丁目７-9,千葉県,市川市,八幡3丁目,７-9,,35.72211693,139.9245948,,,(047)326-2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1321000001.html,,,
122033,,市川市,鬼越・鬼高地域ふれあい館,オニゴエ・オニタカ　チイキフレアイカン,,,,,,122033,,千葉県市川市鬼越2丁目15-10,千葉県,市川市,鬼越2丁目,15-10,,35.71650735,139.9381205,,,(047)335-9838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1321000001.html,,,
122033,,市川市,大野地域ふれあい館,オオノ　チイキフレアイカン,,,,,,122033,,千葉県市川市大野町3丁目1625-1,千葉県,市川市,大野町3丁目,1625-1,,35.75801695,139.955434,,,(047)338-3754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1331000001.html,,,
122033,,市川市,奉免地域ふれあい館,ホウメン　チイキフレアイカン,,,,,,122033,,千葉県市川市柏井町2丁目49-6,千葉県,市川市,柏井町2丁目,49-6,,35.74390572,139.958877,,,(047)338-5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1331000001.html,,,
122033,,市川市,行徳地域ふれあい館,ギョウトク　チイキフレアイカン,,,,,,122033,,千葉県市川市富浜2丁目5-19,千葉県,市川市,富浜2丁目,5-19,,35.68884855,139.9216715,,,(047)357-3276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1331000001.html,,,
122033,,市川市,香取地域ふれあい館,カンドリ　チイキフレアイカン,,,,,,122033,,千葉県市川市香取2丁目19-1,千葉県,市川市,香取2丁目,19-1,,35.67914669,139.9100242,,,(047)358-3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1331000001.html,,,
122033,,市川市,湊地域ふれあい館,ミナト　チイキフレアイカン,,,,,,122033,,千葉県市川市湊11-18,千葉県,市川市,湊,11-18,,35.68504897,139.9101557,,,(047)357-9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1331000001.html,,,
122033,,市川市,富美浜地域ふれあい館,フミハマ　チイキフレアイカン,,,,,,122033,,千葉県市川市欠真間2丁目31-5,千葉県,市川市,欠真間2丁目,31-5,,35.6754597,139.9055685,,,(047)356-5844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1331000001.html,,,
122033,,市川市,新井地域ふれあい館,アライ　チイキフレアイカン,,,,,,122033,,千葉県市川市新井3丁目31-1,千葉県,市川市,新井3丁目,31-1,,35.66974838,139.8986617,,,(047)395-5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/res03/1331000001.html,,,
122033,,市川市,勤労福祉センター,キンロウフクシセンター,,,,,,122033,,千葉県市川市南八幡2丁目20-1,千葉県,市川市,南八幡2丁目,20-1,,35.713654,139.927264,,,(047)370-5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,勤労福祉センター分館,キンロウフクシセンターブンカン,,,,,,122033,,千葉県市川市南八幡5丁目20-3,千葉県,市川市,南八幡5丁目,20-3,,35.71895647,139.9209165,,,(047)370-1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,文化会館,ブンカカイカン,,,,,,122033,,千葉県市川市大和田1丁目1-5,千葉県,市川市,大和田1丁目,1-5,,35.7168087,139.9210079,,,(047)379-5111,,,,,,,,月火水木金土日,9:00,21:30,第2、第4火曜日は利用不可,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,行徳公会堂,ギョウトクコウカイドウ,,アイアイ,,,,122033,,千葉県市川市末広1丁目1-48,千葉県,市川市,末広1丁目,1-48,,35.68612101,139.9165716,,,(047)701-3011,,,,,,,,月火水木金土日,9:00,21:30,第1、第3火曜日は利用不可,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,全日警ホール（八幡市民会館）,ゼンニッケイホール（ヤワタシミンカイカン）,,,,,,122033,,千葉県市川市八幡4丁目2-1,千葉県,市川市,八幡4丁目,2-1,,35.723612,139.931173,,,(047)335-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/cul01/1111000075.html,,,
122033,,市川市,芳澤ガーデンギャラリー,ヨシザワガーデンギャラリー,,,,,,122033,,千葉県市川市真間5丁目1-18,千葉県,市川市,真間5丁目,1-18,,35.73981305,139.9114255,,,(047)374-7687,,,,,,,,火水木金土日,9:00,17:00,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,木内ギャラリー,キウチギャラリー,,,,,,122033,,千葉県市川市真間4丁目11-4,千葉県,市川市,真間4丁目,11-4,,35.73997441,139.9054813,,,(047)371-4916,,,,,,,,火水木金土日,9:00,17:00,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,市川市東山魁夷記念館,イチカワシヒガシヤマカイイキネンカン,Higashiyama Kaii Memorial Hall,,0801,,,122033,,千葉県市川市中山1丁目16-2,千葉県,市川市,中山1丁目,16-2,,35.72283843,139.9464399,,,(047)333-2011,,,,,,,,火水木金土日,10:00,17:00,月曜日が祝日の場合は開館。翌平日が休館,,,,,,,,,,,,,,,,,,,www.city.ichikawa.lg.jp/higashiyama/,,,
122033,,市川市,清華園,セイカエン,,,,,,122033,,千葉県市川市中山4丁目14-1,千葉県,市川市,中山4丁目,14-1,,35.71719924,139.9459885,,,(047)333-6147,,,,,,,,金土日,9:30,16:30,庭園は１７時まで,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,水木洋子邸,ミズキヨウコテイ,,,,,,122033,,千葉県市川市八幡5丁目17-3,千葉県,市川市,八幡5丁目,17-3,,35.72499692,139.9349075,,,(047)320-3334,,,,,,,,土日,10:00,16:00,第2・4土日（12月は第2土日、1・2月は第4土日のみ）,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/cul01/mizukitei.html,,,
122033,,市川市,郭沫若記念館,カクマツジャクキネンカン,,,,,,122033,,千葉県市川市真間5丁目3-19,千葉県,市川市,真間5丁目,3-19,,35.74108743,139.9126613,,,(047)372-5400,,,,,,,,金土日,10:00,16:00,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,行徳ふれあい伝承館（主屋）,ギョウトクフレアイデンショウカン（オモヤ）,,,,,,122033,,千葉県市川市本行徳35-7,千葉県,市川市,本行徳,35-7,,35.6904387,139.9154706,,,(047)314-8177,,,,,,,,火水木金土日,10:00,17:00,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,行徳ふれあい伝承館（休憩所）,ギョウトクフレアイデンショウカン（キュウケイジョ）,,ｷｭｳｹｲｼﾞｮ,,,,122033,,千葉県市川市本行徳37-13,千葉県,市川市,本行徳,37-13,,35.69036857,139.9158198,,,,,,,,,,,水木金土日,10:00,17:00,飲食の提供は１４時まで,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,信篤幼稚園,シントクヨウチエン,,,,,,122033,,千葉県市川市高谷1丁目8-1,千葉県,市川市,高谷1丁目,8-1,,35.70208378,139.9417121,,,(047)328-2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu03/1111000014.html,,,
122033,,市川市,大洲幼稚園,オオスヨウチエン,,,,,,122033,,千葉県市川市大洲4丁目3-12,千葉県,市川市,大洲4丁目,3-12,,35.72102686,139.9096322,,,(047)370-3648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu03/1111000012.html,,,
122033,,市川市,南行徳幼稚園,ミナミギョウトクヨウチエン,,,,,,122033,,千葉県市川市欠真間1丁目6-15,千葉県,市川市,欠真間1丁目,6-15,,35.67951768,139.9007408,,,(047)358-5333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu03/1111000017.html,,,
122033,,市川市,百合台幼稚園,ユリダイヨウチエン,,,,,,122033,,千葉県市川市曽谷6丁目10-1,千葉県,市川市,曽谷6丁目,10-1,,35.74038914,139.9256261,,,(047)373-8937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu03/1111000013.html,,,
122033,,市川市,新浜幼稚園,ニイハマヨウチエン,,,,,,122033,,千葉県市川市行徳駅前4丁目5-2,千葉県,市川市,行徳駅前4丁目,5-2,,35.67979309,139.9169214,,,(047)396-2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu03/1111000016.html,,,
122033,,市川市,塩焼幼稚園,シオヤキヨウチエン,,,,,,122033,,千葉県市川市塩焼5丁目9-1,千葉県,市川市,塩焼5丁目,9-1,,35.68490236,139.929709,,,(047)397-3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu03/1111000010.html,,,
122033,,市川市,平田保育園,ヒラタホイクエン,,,,,,122033,,千葉県市川市平田1丁目20-16,千葉県,市川市,平田1丁目,20-16,,35.72473525,139.9194637,,,(047)324-1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1551000003.html,,,
122033,,市川市,北方保育園,キタカタホイクエン,,,,,,122033,,千葉県市川市北方1丁目12-1,千葉県,市川市,北方1丁目,12-1,,35.72203439,139.93813,,,(047)334-6616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1521000004.html,,,
122033,,市川市,若宮保育園,ワカミヤホイクエン,,,,,,122033,,千葉県市川市若宮3丁目７-6,千葉県,市川市,若宮3丁目,７-6,,35.72425714,139.9517289,,,(047)334-2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1531000004.html,,,
122033,,市川市,大洲保育園,オオスホイクエン,,,,,,122033,,千葉県市川市大洲2丁目3-8,千葉県,市川市,大洲2丁目,3-8,,35.71606033,139.9118171,,,(047)378-3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1511000005.html,,,
122033,,市川市,冨貴島保育園,フキシマホイクエン,,,,,,122033,,千葉県市川市八幡6丁目14-19,千葉県,市川市,八幡6丁目,14-19,,35.72846333,139.9355406,,,(047)336-1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1541000004.html,,,
122033,,市川市,中国分保育園,ナカコクブンホイクエン,,,,,,122033,,千葉県市川市中国分2丁目13-1,千葉県,市川市,中国分2丁目,13-1,,35.74875247,139.9123357,,,(047)372-7947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1541000003.html,,,
122033,,市川市,大和田保育園,オオワダホイクエン,,,,,,122033,,千葉県市川市大和田4丁目4-1,千葉県,市川市,大和田4丁目,4-1,,35.71868025,139.9163734,,,(047)377-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1521000005.html,,,
122033,,市川市,新田保育園,シンデンホイクエン,,,,,,122033,,千葉県市川市新田3丁目21-1,千葉県,市川市,新田3丁目,21-1,,35.72353264,139.9118244,,,(047)370-4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1531000005.html,,,
122033,,市川市,鬼高保育園,オニタカホイクエン,,,,,,122033,,千葉県市川市鬼高1丁目11-20,千葉県,市川市,鬼高1丁目,11-20,,35.71144831,139.9322476,,,(047)378-8186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1511000006.html,,,
122033,,市川市,行徳保育園,ギョウトクホイクエン,,,,,,122033,,千葉県市川市行徳駅前4丁目22-1７,千葉県,市川市,行徳駅前4丁目,22-1７,,35.678463,139.9136693,,,(047)395-4843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1551000006.html,,,
122033,,市川市,曽谷保育園,ソヤホイクエン,,,,,,122033,,千葉県市川市曽谷７丁目28-15,千葉県,市川市,曽谷７丁目,28-15,,35.74847236,139.9259245,,,(047)373-5530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1531000003.html,,,
122033,,市川市,本北方保育園,モトキタカタホイクエン,,,,,,122033,,千葉県市川市本北方2丁目40-23,千葉県,市川市,本北方2丁目,40-23,,35.73016264,139.9501569,,,(047)338-5982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1551000004.html,,,
122033,,市川市,菅野保育園,スガノホイクエン,,,,,,122033,,千葉県市川市菅野4丁目12-16,千葉県,市川市,菅野4丁目,12-16,,35.73286875,139.9272661,,,(047)326-4452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1511000004.html,,,
122033,,市川市,塩焼保育園,シオヤキホイクエン,,,,,,122033,,千葉県市川市塩焼2丁目2-5,千葉県,市川市,塩焼2丁目,2-5,,35.68830583,139.9263963,,,(047)396-0169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1531000006.html,,,
122033,,市川市,稲荷木保育園,トウカギホイクエン,,,,,,122033,,千葉県市川市稲荷木1丁目26-16,千葉県,市川市,稲荷木1丁目,26-16,,35.71164358,139.9246551,,,(047)377-5070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1521000006.html,,,
122033,,市川市,新田第２保育園,シンデンダイニホイクエン,,,,,,122033,,千葉県市川市新田2丁目1-24,千葉県,市川市,新田2丁目,1-24,,35.72526019,139.9164024,,,(047)376-9036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1541000005.html,,,
122033,,市川市,塩焼第２保育園,シオヤキダイニホイクエン,,,,,,122033,,千葉県市川市塩焼3丁目11-15,千葉県,市川市,塩焼3丁目,11-15,,35.68533269,139.9245588,,,(047)395-5176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1541000006.html,,,
122033,,市川市,塩浜保育園,シオハマホイクエン,,,,,,122033,,千葉県市川市塩浜4丁目2-10-101ハイタウン塩浜,千葉県,市川市,塩浜4丁目,2-10-101,ハイタウン塩浜,35.66312311,139.9113897,,,(047)397-2628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1211000003.html,,,
122033,,市川市,大野保育園,オオノホイクエン,,,,,,122033,,千葉県市川市南大野2丁目4-5,千葉県,市川市,南大野2丁目,4-5,,35.74288706,139.953028,,,(047)337-4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1511000003.html,,,
122033,,市川市,大野保育園分園,オオノホイクエンブンエン,,,,,,122033,,千葉県市川市南大野1丁目42-1,千葉県,市川市,南大野1丁目,42-1,,35.7422315,139.9505283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,香取保育園,カンドリホイクエン,,,,,,122033,,千葉県市川市香取2丁目6-25,千葉県,市川市,香取2丁目,6-25,,35.67957464,139.9091299,,,(047)357-4191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/chi03/1221000003.html,,,
122033,,市川市,若宮小学校放課後保育クラブ,ワカミヤショウガッコウホウカゴホイククラブ,,,,,,122033,,千葉県市川市若宮3丁目54-10,千葉県,市川市,若宮3丁目,54-10,,35.72692475,139.9521861,,,(047)383-9419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu11/1511000001.html,,,
122033,,市川市,鬼高小学校放課後保育クラブ,オニタカショウガッコウホウカゴホイククラブ,,,,,,122033,,千葉県市川市鬼高2丁目13-5,千葉県,市川市,鬼高2丁目,13-5,,35.71397675,139.9374452,,,(047)383-9419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu11/1511000001.html,,,
122033,,市川市,鬼高小学校放課後保育クラブ,オニタカショウガッコウホウカゴホイククラブ,,,,,,122033,,千葉県市川市鬼高2丁目13-5,千葉県,市川市,鬼高2丁目,13-5,,35.71397675,139.9374452,,,(047)383-9419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu11/1511000001.html,,,
122033,,市川市,行徳小学校放課後保育クラブ,ギョウトクショウガッコウホウカゴホイククラブ,,,,,,122033,,千葉県市川市富浜1丁目1-40,千葉県,市川市,富浜1丁目,1-40,,35.69231928,139.9232961,,,(047)383-9419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu11/1511000001.html,,,
122033,,市川市,信篤小学校放課後保育クラブ,シントクショウガッコウホウカゴホイククラブ,,,,,,122033,,千葉県市川市原木2丁目16-1,千葉県,市川市,原木2丁目,16-1,,35.69818803,139.9439221,,,(047)383-9419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu11/1511000001.html,,,
