全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,子供預かり料金種別,子供預かり料金,子供預かり料金備考,子供預かり開所時間,子供預かり閉所時間,病児保育の有無,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
122033,,市川市,わたぐも保育園,ﾜﾀｸﾞﾓﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市原木2丁目10-13,千葉県,市川市,原木2丁目,10-13,,35.70063158,139.9466445,,,,,(047)329-6006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170
122033,,市川市,アップルナースリー保育園,ｱｯﾌﾟﾙﾅｰｽﾘｰﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市相之川4丁目3-11F,千葉県,市川市,相之川4丁目,3-1,1F,35.67410947,139.9019405,,,,,(047)359-0635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
122033,,市川市,すえひろ保育園,ｽｴﾋﾛﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市末広1丁目1-48,千葉県,市川市,末広1丁目,1-48,,35.68688151,139.9178389,,,,,(047)356-4152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172
122033,,市川市,さくらんぼ保育園,ｻｸﾗﾝﾎﾞﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市市川南2丁目6-22,千葉県,市川市,市川南2丁目,6-22,,35.72339528,139.9047895,,,,,(047)322-3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173
122033,,市川市,じゃんぐる保育園,ｼﾞｬﾝｸﾞﾙﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市妙典4丁目10-4-102,千葉県,市川市,妙典4丁目,10-4-102,,35.6906108,139.9294038,,,,,(047)397-1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174
122033,,市川市,うみかぜ保育園,ｳﾐｶｾﾞﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市原木1丁目15-24,千葉県,市川市,原木1丁目,15-24,,35.7032804,139.945177,,,,,(047)328-2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176
122033,,市川市,キッド・ステイ南行徳保育園,ｷｯﾄﾞｽﾃｲﾐﾅﾐｷﾞｮｳﾄｸﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市香取2丁目19-10,千葉県,市川市,香取2丁目,19-10,,35.67812057,139.908734,,,,,(047)390-1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177
122033,,市川市,太陽の子保育園,ﾀｲﾖｳﾉｺﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市相之川3丁目10-15,千葉県,市川市,相之川3丁目,10-15,,35.67542634,139.8993699,,,,,(047)357-0478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
122033,,市川市,市川キッズステーション,ｲﾁｶﾜｷｯｽﾞｽﾃｰｼｮﾝ,,認可私立保育所,122033,,千葉県市川市市川南1丁目10-1ｻﾞ・ﾀﾜｰｽﾞｳｴｽﾄ3F,千葉県,市川市,市川南1丁目,10-1,ｻﾞ・ﾀﾜｰｽﾞｳｴｽﾄ3F,35.72916076,139.9063453,,,,,(047)322-8733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
122033,,市川市,市川大野ナーサリースクール,ｲﾁｶﾜｵｵﾉﾅｰｻﾘｰｽｸｰﾙ,,認可私立保育所,122033,,千葉県市川市大野町 3丁目1425-2,千葉県,市川市,大野町 3丁目,1425-2,,35.75558565,139.9512048,,,,,(047)339-3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182
122033,,市川市,広尾みらい保育園,ﾋﾛｵﾐﾗｲﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市広尾 2丁目3-1,千葉県,市川市,広尾 2丁目,3-1,,35.67955437,139.8901252,,,,,(047)390-2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183
122033,,市川市,あじさい保育園,ｱｼﾞｻｲﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市妙典 5丁目12-16,千葉県,市川市,妙典 5丁目,12-16,,35.69060369,139.930951,,,,,(047)359-8231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184
122033,,市川市,キッド・ステイ原木中山保育園,ｷｯﾄﾞ･ｽﾃｲﾊﾞﾗｷﾅｶﾔﾏﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市高谷 2丁目2-16,千葉県,市川市,高谷 2丁目,2-16,,35.69929141,139.9367802,,,,,(047)711-1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185
122033,,市川市,アスク行徳保育園,ｱｽｸｷﾞｮｳﾄｸﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市行徳駅前 1丁目5-14,千葉県,市川市,行徳駅前 1丁目,5-14,,35.68440323,139.9166928,,,,,(047)701-1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186
122033,,市川市,アスク本八幡保育園,ｱｽｸﾓﾄﾔﾜﾀﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市大和田 1丁目5-2,千葉県,市川市,大和田 1丁目,5-2,,35.71621431,139.9208161,,,,,(047)300-8737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187
122033,,市川市,ありのみ保育園,ｱﾘﾉﾐﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市下貝塚 1丁目3-23,千葉県,市川市,下貝塚 1丁目,3-23,,35.74104354,139.9428876,,,,,(047)374-8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188
122033,,市川市,市川どろんこ保育園,ｲﾁｶﾜﾄﾞﾛﾝｺﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市鬼越 2丁目18-17,千葉県,市川市,鬼越 2丁目,18-17,,35.71753474,139.9355507,,,,,(047)302-7333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189
122033,,市川市,小学館アカデミーいちかわ南保育園,ｼｮｳｶﾞｸｶﾝｱｶﾃﾞﾐｰｲﾁｶﾜﾐﾅﾐﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市市川南3丁目13-12,千葉県,市川市,市川南3丁目,13-12,,35.73130961,139.9008224,,,,,(047)325-8030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190
122033,,市川市,こうぜん保育園市川,ｺｳｾﾞﾝﾎｲｸｴﾝｲﾁｶﾜ,,認可私立保育所,122033,,千葉県市川市南大野 2丁目23-11,千葉県,市川市,南大野 2丁目,23-11,,35.74634225,139.9495148,,,,,(047)701-5920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
122033,,市川市,グローバルキッズ南行徳園,ｸﾞﾛｰﾊﾞﾙｷｯｽﾞﾐﾅﾐｷﾞｮｳﾄｸｴﾝ,,認可私立保育所,122033,,千葉県市川市欠真間 1丁目4-7,千葉県,市川市,欠真間 1丁目,4-7,,35.67930497,139.9026731,,,,,(047)395-5777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192
122033,,市川市,保育ルームフェリーチェ京成八幡園,ﾎｲｸﾙｰﾑﾌｪﾘｰﾁｪｹｲｾｲﾔﾜﾀｴﾝ,,認可私立保育所,122033,,千葉県市川市八幡 3丁目25-12,千葉県,市川市,八幡 3丁目,25-12,,35.72496057,139.9273738,,,,,(047)322-0727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193
122033,,市川市,保育ルームフェリーチェ行徳園,ﾎｲｸﾙｰﾑﾌｪﾘｰﾁｪｷﾞｮｳﾄｸｴﾝ,,認可私立保育所,122033,,千葉県市川市湊 3丁目1１F,千葉県,市川市,湊 3丁目,1１F,,35.68502346,139.9124408,,,,,(047)398-7130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194
122033,,市川市,キッド・ステイ妙典保育園,ｷｯﾄﾞ・ｽﾃｲﾐｮｳﾃﾞﾝﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市富浜 2丁目5-28,千葉県,市川市,富浜 2丁目,5-28,,35.68920374,139.9220923,,,,,(047)701-1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195
122033,,市川市,つばさ保育園,ﾂﾊﾞｻﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市南行徳 3丁目12-12,千葉県,市川市,南行徳 3丁目,12-12,,35.66884946,139.9024549,,,,,(047)396-2980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196
122033,,市川市,保育ルームフェリーチェ南行徳園,ﾎｲｸﾙｰﾑﾌｪﾘｰﾁｪﾐﾅﾐｷﾞｮｳﾄｸｴﾝ,,認可私立保育所,122033,,千葉県市川市南行徳 1丁目12-21F,千葉県,市川市,南行徳 1丁目,12-2,1F,35.67240578,139.9057907,,,,,(047)396-0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197
122033,,市川市,北国分駅前しゃりっこ保育園,ｷﾀｺｸﾌﾞﾝｴｷﾏｴｼｬﾘｯｺﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市堀之内3丁目18-25 1・2F,千葉県,市川市,堀之内3丁目,18-25 ,1・2F,35.76215499,139.9142367,,,,,(047)712-1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198
122033,,市川市,ひまわりキッズ保育園,ﾋﾏﾜﾘｷｯｽﾞﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市行徳駅前2丁目9-6,千葉県,市川市,行徳駅前2丁目,9-6,,35.68056947,139.9158027,,,,,(047)359-9101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199
122033,,市川市,Milky Way International Nursery School 市川校,ﾐﾙｷｰ ｳｪｲ ｲﾝﾀｰﾅｼｮﾅﾙ ﾅｰｻﾘｰｽｸｰﾙ ｲﾁｶﾜｺｳ,,認可私立保育所,122033,,千葉県市川市新田5丁目6-23　1F,千葉県,市川市,新田5丁目,6-23　,1F,35.7295606,139.9118784,,,,,(047)318-9222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
122033,,市川市,K's garden 真間駅前保育園,ｹｰｽﾞｶﾞｰﾃﾞﾝﾏﾏｴｷﾏｴﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市真間1丁目12-41F,千葉県,市川市,真間1丁目,12-4,1F,35.73216294,139.9109652,,,,,(047)704-9966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201
122033,,市川市,そらまめ保育園市川大野,ｿﾗﾏﾒﾎｲｸｴﾝｲﾁｶﾜｵｵﾉ,,認可私立保育所,122033,,千葉県市川市奉免町116-2,千葉県,市川市,奉免町,116-2,,35.74216804,139.9548938,,,,,(047)337-2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202
122033,,市川市,聖和保育園,ｾｲﾜﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市新田5丁目4-2ﾚ･ｿｰﾙ市川,千葉県,市川市,新田5丁目,4-2,ﾚ･ｿｰﾙ市川,35.72919687,139.912687,,,,,(047)316-2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203
122033,,市川市,メリーポピンズ市川ルーム,ﾒﾘｰﾎﾟﾋﾟﾝｽﾞ★ｲﾁｶﾜﾙｰﾑ,,認可私立保育所,122033,,千葉県市川市平田1丁目14-23　ＮＴＴ東日本市川ﾋﾞﾙ1階,千葉県,市川市,平田1丁目,14-23　,ＮＴＴ東日本市川ﾋﾞﾙ1階,35.72472905,139.9212242,,,,,(047)712-6231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205
122033,,市川市,キャリー保育園本八幡,ｷｬﾘｰﾎｲｸｴﾝﾓﾄﾔﾜﾀ,,認可私立保育所,122033,,千葉県市川市東菅野1丁目18-8　2F,千葉県,市川市,東菅野1丁目,18-8　,2F,35.72952076,139.9288843,,,,,(047)712-5505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206
122033,,市川市,ゆう保育園,ﾕｳﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市妙典2丁目4-12,千葉県,市川市,妙典2丁目,4-12,,35.6959442,139.9269418,,,,,(047)704-8347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207
122033,,市川市,すみれキッズアカデミー,ｽﾐﾚｷｯｽﾞｱｶﾃﾞﾐｰ,,認可私立保育所,122033,,千葉県市川市宝1丁目10-21,千葉県,市川市,宝1丁目,10-21,,35.68299972,139.925222,,,,,(047)359-4972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208
122033,,市川市,若葉インターナショナル幼保園行徳園,ﾜｶﾊﾞｲﾝﾀｰﾅｼｮﾅﾙﾖｳﾎｴﾝｷﾞｮｳﾄｸｴﾝ,,認可私立保育所,122033,,千葉県市川市行徳駅前1丁目3-14,千葉県,市川市,行徳駅前1丁目,3-14,,35.68472278,139.9158807,,,,,(047)359-7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209
122033,,市川市,みやくぼ保育園,ﾐﾔｸﾎﾞﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市宮久保3丁目17-10,千葉県,市川市,宮久保3丁目,17-10,,35.73496997,139.9390638,,,,,(047)374-1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139
122033,,市川市,湊新田保育園,ﾐﾅﾄｼﾝﾃﾞﾝﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市湊新田2丁目8-3,千葉県,市川市,湊新田2丁目,8-3,,35.67882292,139.9112358,,,,,(047)307-3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152
122033,,市川市,妙典保育園,ﾐｮｳﾃﾞﾝﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市妙典6丁目2-45,千葉県,市川市,妙典6丁目,2-45,,35.6955592,139.9307205,,,,,(047)701-2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153
122033,,市川市,さくらキッズ保育園,ｻｸﾗｷｯｽﾞﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市行徳駅前1丁目8-17河幸第8ビル1階,千葉県,市川市,行徳駅前1丁目,8-17,河幸第8ビル1階,35.68356829,139.9178474,,,,,(047)711-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,認可保育園トドラースリング,ﾆﾝｶﾎｲｸｴﾝﾄﾄﾞﾗｰｽﾘﾝｸﾞ,,認可私立保育所,122033,,千葉県市川市田尻4丁目16-71F,千葉県,市川市,田尻4丁目,16-7,1F,35.70227616,139.9378939,,,,,(047)702-9688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,童夢ガーデン市川,ﾄﾞｳﾑｶﾞｰﾃﾞﾝｲﾁｶﾜ,,認可私立保育所,122033,,千葉県市川市市川南4丁目2-19,千葉県,市川市,市川南4丁目,2-19,,35.72625657,139.9019101,,,,,(047)383-9511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,市川かえで保育園,ｲﾁｶﾜｶｴﾃﾞﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市菅野5丁目10-1エクセレントタウン市川１F,千葉県,市川市,菅野5丁目,10-1,エクセレントタウン市川１F,35.73327676,139.9241074,,,,,(047)322-7088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,原木中山こどもの木保育園,ﾊﾞﾗｷﾅｶﾔﾏｺﾄﾞﾓﾉｷﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市田尻3丁目6-36,千葉県,市川市,田尻3丁目,6-36,,35.70600225,139.9354565,,,,,(047)379-5021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ちゃいれっく入船保育園,ﾁｬｲﾚｯｸｲﾘﾌﾈﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市入船10-3,千葉県,市川市,入船,10-3,,35.67811199,139.9208712,,,,,(047)711-0241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,京進のほいくえんHOPPA新浜,ｷｮｳｼﾝﾉﾎｲｸｴﾝﾎｯﾊﾟﾆｲﾊﾏ,,認可私立保育所,122033,,千葉県市川市新浜1丁目23-13　1F,千葉県,市川市,新浜1丁目,23-13　,1F,35.67449665,139.9145636,,,,,(047)702-9671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,京進のほいくえんHOPPA南行徳駅前,ｷｮｳｼﾝﾉﾎｲｸｴﾝﾎｯﾊﾟﾐﾅﾐｷﾞｮｳﾄｸｴｷﾏｴ,,認可私立保育所,122033,,千葉県市川市新井3丁目4-1,千葉県,市川市,新井3丁目,4-1,,35.67249443,139.8997725,,,,,(047)307-9171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,らいおんハート行徳駅前保育園,ﾗｲｵﾝﾊｰﾄｷﾞｮｳﾄｸｴｷﾏｴﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市行徳駅前1丁目19-19ヴォーナ・ヴィータ行徳駅前2階,千葉県,市川市,行徳駅前1丁目,19-19,ヴォーナ・ヴィータ行徳駅前2階,35.68433058,139.9153097,,,,,(047)383-9120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ミルキーホーム本八幡みなみ園,ﾐﾙｷｰﾎｰﾑﾓﾄﾔﾜﾀﾐﾅﾐｴﾝ,,認可私立保育所,122033,,千葉県市川市南八幡3丁目12-21MC本八幡ビル1階,千葉県,市川市,南八幡3丁目,12-21,MC本八幡ビル1階,35.71859572,139.9279626,,,,,(047)378-7078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,八幡南保育園,ﾔﾜﾀﾐﾅﾐﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市平田3丁目4-14,千葉県,市川市,平田3丁目,4-14,,35.72176172,139.921574,,,,,(047)311-4010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,いろはな保育園本八幡,ｲﾛﾊﾅﾎｲｸｴﾝﾓﾄﾔﾜﾀ,,認可私立保育所,122033,,千葉県市川市南八幡3丁目3-6,千葉県,市川市,南八幡3丁目,3-6,,35.71967821,139.929107,,,,,(047)712-6730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,行徳ゆめの木保育園,ｷﾞｮｳﾄｸﾕﾒﾉｷﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市湊2-9,千葉県,市川市,湊,2-9,,35.68526416,139.9121229,,,,,(047)318-2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,K's garden 鬼越保育園,ｹｰｽﾞｶﾞｰﾃﾞﾝｵﾆｺﾞｴﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市高石神10-1,千葉県,市川市,高石神,10-1,,35.71915043,139.940486,,,,,(047)369-6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,AIAI NURSERY 北国分,ｱｲｱｲﾅｰｻﾘｰｷﾀｺｸﾌﾞｴﾝ,,認可私立保育所,122033,,千葉県市川市堀之内3丁目30-12-101インペリアル北国分,千葉県,市川市,堀之内3丁目,30-12-101,インペリアル北国分,35.7640277,139.9119472,,,,,(047)711-7335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,市川なないろ保育園,ｲﾁｶﾜﾅﾅｲﾛﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市新田3丁目15-5,千葉県,市川市,新田3丁目,15-5,,35.72301314,139.9125374,,,,,(047)377-3477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ソラストいちかわ保育園,ｿﾗｽﾄｲﾁｶﾜﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市大洲1丁目12-3,千葉県,市川市,大洲1丁目,12-3,,35.7196798,139.9119796,,,,,(047)370-0770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,デイジー保育園・市川市大和田,ﾃﾞｲｼﾞｰﾎｲｸｴﾝｲﾁｶﾜｼｵｵﾜﾀﾞ,,認可私立保育所,122033,,千葉県市川市大和田4丁目8-７,千葉県,市川市,大和田4丁目,8-７,,35.71904182,139.913886,,,,,(047)321-6310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,AIAI NURSERY 菅野六丁目,ｱｲｱｲﾅｰｻﾘｰｽｶﾞﾉﾛｸﾁｮｳﾒ,,認可私立保育所,122033,,千葉県市川市菅野6丁目19-13,千葉県,市川市,菅野6丁目,19-13,,35.73520265,139.9148489,,,,,(047)325-9098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,AIAI NURSERY 本八幡,ｱｲｱｲﾅｰｻﾘｰﾓﾄﾔﾜﾀ,,認可私立保育所,122033,,千葉県市川市八幡3丁目9-21,千葉県,市川市,八幡3丁目,9-21,,35.72295157,139.9242207,,,,,(047)321-4770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ベアキッズ保育園,ﾍﾞｱｷｯｽﾞﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市鬼高2丁目13-16,千葉県,市川市,鬼高2丁目,13-16,,35.71514095,139.9380187,,,,,(047)702-8712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,たかし保育園市川二俣,ﾀｶｼﾎｲｸｴﾝｲﾁｶﾜﾌﾀﾏﾀ,,認可私立保育所,122033,,千葉県市川市二俣2丁目11-6,千葉県,市川市,二俣2丁目,11-6,,35.7035037,139.957131,,,,,(047)702-5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,Milky Way International Nursery School 行徳校,ﾐﾙｷｰｳｪｲｲﾝﾀｰﾅｼｮﾅﾙﾅｰｻﾘｰｽｸｰﾙｷﾞｮｳﾄｸｺｳ,,認可私立保育所,122033,,千葉県市川市宝1丁目4-13,千葉県,市川市,宝1丁目,4-13,,35.68254988,139.9274987,,,,,(047)711-2136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,第2行徳ゆめの木保育園,ﾀﾞｲﾆｷﾞｮｳﾄｸﾕﾒﾉｷﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市行徳駅前2丁目8-9　2階,千葉県,市川市,行徳駅前2丁目,8-9　,2階,35.68101449,139.916462,,,,,(047)323-6323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,まなびの森保育園行徳,ﾏﾅﾋﾞﾉﾓﾘﾎｲｸｴﾝｷﾞｮｳﾄｸ,,認可私立保育所,122033,,千葉県市川市行徳駅前3丁目7-9,千葉県,市川市,行徳駅前3丁目,7-9,,35.68039579,139.9179086,,,,,(047)711-1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,京進のほいくえんHOPPA末広,ｷｮｳｼﾝﾉﾎｲｸｴﾝﾎｯﾊﾟｽｴﾋﾛ,,認可私立保育所,122033,,千葉県市川市末広1丁目3-10,千葉県,市川市,末広1丁目,3-10,,35.68525578,139.918045,,,,,(047)303-3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,K's garden 行徳保育園,ｹｰｽﾞｶﾞｰﾃﾞﾝｷﾞｮｳﾄｸﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市福栄1丁目15-16,千葉県,市川市,福栄1丁目,15-16,,35.67545958,139.9083051,,,,,(047)383-9666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,みなみぎょうとく ゆずのき保育園,ﾐﾅﾐｷﾞｮｳﾄｸﾕｽﾞﾉｷﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市相之川3丁目1-9 1階,千葉県,市川市,相之川3丁目,1-9 ,1階,35.67750064,139.8999206,,,,,(047)711-4170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,スクルドエンジェル保育園南行徳園,ｽｸﾙﾄﾞｴﾝｼﾞｪﾙﾎｲｸｴﾝﾐﾅﾐｷﾞｮｳﾄｸｴﾝ,,認可私立保育所,122033,,千葉県市川市新井3丁目17?13,千葉県,市川市,新井3丁目,17?13,,35.67274559,139.8956536,,,,,(047)312-6862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,京進のほいくえんHOPPA南大野,ｷｮｳｼﾝﾉﾎｲｸｴﾝﾎｯﾊﾟﾐﾅﾐｵｵﾉ,,認可私立保育所,122033,,千葉県市川市南大野2丁目3-1 3階,千葉県,市川市,南大野2丁目,3-1 ,3階,35.74380828,139.9545409,,,,,(047)382-5543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,北国分駅前第二しゃりっこ保育園,ｷﾀｺｸﾌﾞﾝｴｷﾏｴﾀﾞｲﾆｼｬﾘｯｺﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市堀之内3丁目26-31,千葉県,市川市,堀之内3丁目,26-31,,35.76268373,139.9126186,,,,,(047)712-1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ミルキーホーム東菅野園,ﾐﾙｷｰﾎｰﾑﾋｶﾞｼｽｶﾞﾉｴﾝ,,認可私立保育所,122033,,千葉県市川市東菅野2丁目19-2,千葉県,市川市,東菅野2丁目,19-2,,35.73347764,139.9283778,,,,,(047)323-7755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ぽっかぽっかにっけ保育園北方,ﾎﾟｯｶﾎﾟｯｶﾆｯｹﾎｲｸｴﾝｷﾀｶﾀ,,認可私立保育所,122033,,千葉県市川市北方1丁目8-2,千葉県,市川市,北方1丁目,8-2,,35.72102703,139.9365179,,,,,(047)711-3711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ししの子保育園市川,ｼｼﾉｺﾎｲｸｴﾝｲﾁｶﾜ,,認可私立保育所,122033,,千葉県市川市大和田2丁目22-28,千葉県,市川市,大和田2丁目,22-28,,35.71224498,139.9160841,,,,,(047)374-3177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,Milky Way International Nursery School 市川新田校,ﾐﾙｷｰｳｪｲｲﾝﾀｰﾅｼｮﾅﾙﾅｰｻﾘｰｽｸｰﾙｲﾁｶﾜｼﾝﾃﾞﾝｺｳ,,認可私立保育所,122033,,千葉県市川市新田5丁目9-8,千葉県,市川市,新田5丁目,9-8,,35.72815473,139.9120125,,,,,(047)329-2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,新田チャイルド保育園,ｼﾝﾃﾞﾝﾁｬｲﾙﾄﾞﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市新田2丁目15-8,千葉県,市川市,新田2丁目,15-8,,35.72535561,139.9146023,,,,,(047)318-3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
