全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,URL,画像,画像_ライセンス,備考
122033,,市川市,駒形公園,ｺﾏｶﾞﾀｺｳｴﾝ,,,,,122033,,千葉県市川市大野町4丁目2820-9,千葉県,市川市,大野町4丁目,2820-9,,35.75822972,139.9617597,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,小松公園,ｺﾏﾂｺｳｴﾝ,,,,,122033,,千葉県市川市菅野3丁目1-37,千葉県,市川市,菅野3丁目,1-37,,35.73001608,139.9153129,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,小宮山公園,ｺﾐﾔﾏｺｳｴﾝ,,,,,122033,,千葉県市川市妙典5丁目112,千葉県,市川市,妙典5丁目,112,,35.69080891,139.9312835,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,小宮山第２公園,ｺﾐﾔﾏﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市妙典6丁目115-1,千葉県,市川市,妙典6丁目,115-1,,35.69163792,139.9324486,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,胡録公園,ｺﾛｸｺｳｴﾝ,,,,,122033,,千葉県市川市湊新田1丁目11,千葉県,市川市,湊新田1丁目,11,,35.6811924,139.9093701,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,権現原公園,ｺﾞﾝｹﾞﾝﾊﾞﾗｺｳｴﾝ,,,,,122033,,千葉県市川市堀之内3丁目103-1,千葉県,市川市,堀之内3丁目,103-1,,35.76082802,139.914915,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,幸中央公園,ｻｲﾜｲﾁｭｳｵｳｺｳｴﾝ,,,,,122033,,千葉県市川市幸1丁目1-2,千葉県,市川市,幸1丁目,1-2,,35.6825674,139.9293104,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,境川クロマツ公園,ｻｶｲｶﾞﾜｸﾛﾏﾂｺｳｴﾝ,,,,,122033,,千葉県市川市八幡5丁目660-1,千葉県,市川市,八幡5丁目,660-1,,35.72326825,139.9364677,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,さくら公園,ｻｸﾗｺｳｴﾝ,,,,,122033,,千葉県市川市原木3丁目704-1,千葉県,市川市,原木3丁目,704-1,,35.70573566,139.9484762,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,さくら堤公園,ｻｸﾗﾂﾞﾂﾐｺｳｴﾝ,,,,,122033,,千葉県市川市市川南3丁目先,千葉県,市川市,市川南3丁目,先,,35.7306591,139.8992067,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,桜場公園,ｻｸﾗﾊﾞｺｳｴﾝ,,,,,122033,,千葉県市川市福栄1丁目4-地,千葉県,市川市,福栄1丁目,4-地,,35.67825314,139.9101934,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,桜見公園,ｻｸﾗミｺｳｴﾝ,,,,,122033,,千葉県市川市八幡6丁目901-1一部他,千葉県,市川市,八幡6丁目,901-1,一部他,35.73164955,139.9410389,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ささ舟公園,ｻｻﾌﾞﾈｺｳｴﾝ,,,,,122033,,千葉県市川市本北方2丁目1121-14,千葉県,市川市,本北方2丁目,1121-14,,35.73086081,139.9411762,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,さざんか公園,ｻｻﾞﾝｶｺｳｴﾝ,,,,,122033,,千葉県市川市市川南3丁目2404-15,千葉県,市川市,市川南3丁目,2404-15,,35.7318693,139.9003508,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,サルビア公園,ｻﾙﾋﾞｱｺｳｴﾝ,,,,,122033,,千葉県市川市塩焼2丁目2-29,千葉県,市川市,塩焼2丁目,2-29,,35.68767793,139.9254254,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,さわら公園,ｻﾜﾗｺｳｴﾝ,,,,,122033,,千葉県市川市北国分1丁目2514-6,千葉県,市川市,北国分1丁目,2514-6,,35.75652077,139.9071636,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,三町畑公園,ｻﾝﾁｮｳﾊﾞﾀｺｳｴﾝ,,,,,122033,,千葉県市川市本塩54,千葉県,市川市,本塩,54,,35.68913624,139.9186225,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,山王公園,ｻﾝﾉｳｺｳｴﾝ,,,,,122033,,千葉県市川市曽谷5丁目1237-2,千葉県,市川市,曽谷5丁目,1237-2,,35.74774404,139.9286597,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,しいのき公園,ｼｲﾉｷｺｳｴﾝ,,,,,122033,,千葉県市川市稲荷木1丁目438-4,千葉県,市川市,稲荷木1丁目,438-4,,35.71216438,139.9246595,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,塩の花公園,ｼｵﾉﾊﾅｺｳｴﾝ,,,,,122033,,千葉県市川市塩焼1丁目14,千葉県,市川市,塩焼1丁目,14,,35.68818349,139.9288491,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,塩浜公園,ｼｵﾊﾏｺｳｴﾝ,,,,,122033,,千葉県市川市塩浜4丁目16,千葉県,市川市,塩浜4丁目,16,,35.66396914,139.913676,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,塩浜三番瀬公園,ｼｵﾊﾏｻﾝﾊﾞﾝｾﾞｺｳｴﾝ,,,,,122033,,千葉県市川市塩浜2丁目36-3,千葉県,市川市,塩浜2丁目,36-3,,35.66383352,139.9254105,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,塩浜第２公園,ｼｵﾊﾏﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市塩浜3丁目25,千葉県,市川市,塩浜3丁目,25,,35.65685692,139.9168211,,,公園緑地課　(047)712-6367,,,,,,http://www.city.ichikawa.lg.jp/gyo07/1111000012.html,,,
122033,,市川市,島尻公園,ｼﾏｼﾞﾘｺｳｴﾝ,,,,,122033,,千葉県市川市島尻1560-1地先,千葉県,市川市,島尻,1560-1,地先,35.67180908,139.8864913,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,島尻第2公園,ｼﾏｼﾞﾘﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市島尻1511-2,千葉県,市川市,島尻,1511-2,,35.67330086,139.8867289,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,島尻第3公園,ｼﾏｼﾞﾘﾀﾞｲ3ｺｳｴﾝ,,,,,122033,,千葉県市川市島尻1483-2,千葉県,市川市,島尻,1483-2,,35.67429835,139.8865023,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,島尻西公園,ｼﾏｼﾞﾘﾆｼｺｳｴﾝ,,,,,122033,,千葉県市川市島尻91-9,千葉県,市川市,島尻,91-9,,35.67454541,139.8867106,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,島尻東公園,ｼﾏｼﾞﾘﾋｶﾞｼｺｳｴﾝ,,,,,122033,,千葉県市川市島尻91-6,千葉県,市川市,島尻,91-6,,35.67385957,139.888179,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,下貝塚3丁目公園,ｼﾓｶｲﾂﾞｶ3ﾁｮｳﾒ,,,,,122033,,千葉県市川市下貝塚3丁目241-9,千葉県,市川市,下貝塚3丁目,241-9,,35.74183542,139.9452139,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,下沼公園,ｼﾓﾇﾏｺｳｴﾝ,,,,,122033,,千葉県市川市東大和田1丁目3660,千葉県,市川市,東大和田1丁目,3660,,35.7152616,139.9267841,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,下道公園,ｼﾓﾐﾁｺｳｴﾝ,,,,,122033,,千葉県市川市宝1丁目7,千葉県,市川市,宝1丁目,7,,35.68312286,139.9269013,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,しゃくなげ公園,ｼｬｸﾅｹﾞｺｳｴﾝ,,,,,122033,,千葉県市川市南八幡4丁目182-12,千葉県,市川市,南八幡4丁目,182-12,,35.71769718,139.9256692,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,しゃくやく公園,ｼｬｸﾔｸｺｳｴﾝ,,,,,122033,,千葉県市川市本北方1丁目945-7,千葉県,市川市,本北方1丁目,945-7,,35.7280873,139.9422025,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,常夜灯公園,ｼﾞｮｳﾔﾄｳｺｳｴﾝ,,,,,122033,,千葉県市川市本行徳10-2地先,千葉県,市川市,本行徳,10-2,地先,35.69207455,139.9158937,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,白樺公園,ｼﾗｶﾊﾞｺｳｴﾝ,,,,,122033,,千葉県市川市中国分3丁目451-26,千葉県,市川市,中国分3丁目,451-26,,35.7536839,139.9110038,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,白鷺公園,ｼﾗｻｷﾞｺｳｴﾝ,,,,,122033,,千葉県市川市福栄4丁目3767-211,千葉県,市川市,福栄4丁目,3767-211,,35.66989034,139.9148647,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,白幡天神公園,ｼﾗﾊﾀﾃﾝｼﾞﾝｺｳｴﾝ,,,,,122033,,千葉県市川市菅野1丁目395-1,千葉県,市川市,菅野1丁目,395-1,,35.72889577,139.9263468,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,白妙公園,ｼﾛﾀｴｺｳｴﾝ,,,,,122033,,千葉県市川市富浜1丁目5,千葉県,市川市,富浜1丁目,5,,35.69083053,139.9248013,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,しろばら公園,ｼﾛﾊﾞﾗｺｳｴﾝ,,,,,122033,,千葉県市川市南八幡5丁目579,千葉県,市川市,南八幡5丁目,579,,35.72083677,139.9243755,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,新川上公園,ｼﾝｶﾜｳｴｺｳｴﾝ,,,,,122033,,千葉県市川市鬼高2丁目1596-3,千葉県,市川市,鬼高2丁目,1596-3,,35.71407841,139.9398662,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,新川公園,ｼﾝｶﾜｺｳｴﾝ,,,,,122033,,千葉県市川市鬼高2丁目1240-96,千葉県,市川市,鬼高2丁目,1240-96,,35.71248571,139.9398562,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,新川第２公園,ｼﾝｶﾜﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市鬼高2丁目1240-115,千葉県,市川市,鬼高2丁目,1240-115,,35.71209672,139.9394327,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,新川第３公園,ｼﾝｶﾜﾀﾞｲ3ｺｳｴﾝ,,,,,122033,,千葉県市川市鬼高2丁目1238-6,千葉県,市川市,鬼高2丁目,1238-6,,35.71186475,139.9386168,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,新宿前公園,ｼﾝｼｭｸﾏｴｺｳｴﾝ,,,,,122033,,千葉県市川市河原720,千葉県,市川市,河原,720,,35.69839554,139.9218823,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,新田公園,ｼﾝﾃﾞﾝｺｳｴﾝ,,,,,122033,,千葉県市川市新田1丁目311-24,千葉県,市川市,新田1丁目,311-24,,35.72607707,139.9167163,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,新田南公園,ｼﾝﾃﾞﾝﾐﾅﾐｺｳｴﾝ,,,,,122033,,千葉県市川市新田3丁目1423-1,千葉県,市川市,新田3丁目,1423-1,,35.72326221,139.9131355,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,新田２丁目公園,ｼﾝﾃﾞﾝ2ﾁｮｳﾒｺｳｴﾝ,,,,,122033,,千葉県市川市新田2丁目372-1,千葉県,市川市,新田2丁目,372-1,,35.72525129,139.9150481,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,信篤公園,ｼﾝﾄｸｺｳｴﾝ,,,,,122033,,千葉県市川市高谷2丁目465,千葉県,市川市,高谷2丁目,465,,35.69879252,139.9373503,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,新場山公園,ｼﾝﾊﾞﾔﾏｺｳｴﾝ,,,,,122033,,千葉県市川市塩焼4丁目4,千葉県,市川市,塩焼4丁目,4,,35.68737777,139.9321011,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,すいせん公園,ｽｲｾﾝｺｳｴﾝ,,,,,122033,,千葉県市川市富浜2丁目15-2,千葉県,市川市,富浜2丁目,15-2,,35.6877077,139.9245592,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,菅野駅北口公園,ｽｶﾞﾉｴｷｷﾀｸﾞﾁｺｳｴﾝ,,,,,122033,,千葉県市川市菅野２丁目170-9,千葉県,市川市,菅野２丁目,170-9,,35.72970528,139.919379,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,菅野児童公園,ｽｶﾞﾉｼﾞﾄﾞｳｺｳｴﾝ,,,,,122033,,千葉県市川市東菅野1丁目554-1,千葉県,市川市,東菅野1丁目,554-1,,35.728181,139.9311796,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,菅野５丁目公園,ｽｶﾞﾉ5ﾁｮｳﾒｺｳｴﾝ,,,,,122033,,千葉県市川市菅野5丁目1668-4,千葉県,市川市,菅野5丁目,1668-4,,35.73383937,139.9231618,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,菅野西公園,ｽｶﾞﾉﾆｼｺｳｴﾝ,,,,,122033,,千葉県市川市菅野6丁目2056-1地先,千葉県,市川市,菅野6丁目,2056-1,地先,35.73535013,139.9148808,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,菅野南公園,ｽｶﾞﾉﾐﾅﾐｺｳｴﾝ,,,,,122033,,千葉県市川市菅野3丁目254-23,千葉県,市川市,菅野3丁目,254-23,,35.73038239,139.9174149,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,すぎな公園,ｽｷﾞﾅｺｳｴﾝ,,,,,122033,,千葉県市川市中国分1丁目228-8,千葉県,市川市,中国分1丁目,228-8,,35.75332025,139.9170803,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,すずかけ公園,ｽｽﾞｶｹｺｳｴﾝ,,,,,122033,,千葉県市川市市川南2丁目1546-3,千葉県,市川市,市川南2丁目,1546-3,,35.72541878,139.9059396,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,すすき公園,ｽｽｷｺｳｴﾝ,,,,,122033,,千葉県市川市幸2丁目10-13,千葉県,市川市,幸2丁目,10-13,,35.67924679,139.9250785,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,すずらん公園,ｽｽﾞﾗﾝｺｳｴﾝ,,,,,122033,,千葉県市川市市川南3丁目1802-62,千葉県,市川市,市川南3丁目,1802-62,,35.72977141,139.9049637,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,すみれ公園,ｽﾐﾚｺｳｴﾝ,,,,,122033,,千葉県市川市原木3丁目1128-5,千葉県,市川市,原木3丁目,1128-5,,35.70162441,139.9539019,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,須和田第２公園,ｽﾜﾀﾞﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市須和田1丁目66-3,千葉県,市川市,須和田1丁目,66-3,,35.73601062,139.9242409,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,須和田第３公園,ｽﾜﾀﾞﾀﾞｲ3ｺｳｴﾝ,,,,,122033,,千葉県市川市須和田1丁目141-10,千葉県,市川市,須和田1丁目,141-10,,35.7370008,139.9218846,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,千足公園,ｾﾝｿﾞｸｺｳｴﾝ,,,,,122033,,千葉県市川市北方町4丁目1996,千葉県,市川市,北方町4丁目,1996,,35.73299534,139.9546833,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,千足第２公園,ｾﾝｿﾞｸﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市北方町4丁目1930-5,千葉県,市川市,北方町4丁目,1930-5,,35.73442664,139.95978,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,千足第３公園,ｾﾝｿﾞｸﾀﾞｲ3ｺｳｴﾝ,,,,,122033,,千葉県市川市北方町4丁目1914-1,千葉県,市川市,北方町4丁目,1914-1,,35.73396764,139.9603013,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,せんりょう公園,ｾﾝﾘｮｳｺｳｴﾝ,,,,,122033,,千葉県市川市幸2丁目6-3,千葉県,市川市,幸2丁目,6-3,,35.67841129,139.9266879,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,総武台公園,ｿｳﾌﾞﾀﾞｲｺｳｴﾝ,,,,,122033,,千葉県市川市稲越町466-15,千葉県,市川市,稲越町,466-15,,35.75285112,139.9255439,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,曽谷台公園,ｿﾔﾀﾞｲｺｳｴﾝ,,,,,122033,,千葉県市川市曽谷1丁目247-4,千葉県,市川市,曽谷1丁目,247-4,,35.74174783,139.9352202,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,高石神公園,ﾀｶｲｼｶﾞﾐｺｳｴﾝ,,,,,122033,,千葉県市川市高石神164-5,千葉県,市川市,高石神,164-5,,35.71815147,139.9420743,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,田尻３丁目公園,ﾀｼﾞﾘｻﾝﾁｮｳﾒｺｳｴﾝ,,,,,122033,,千葉県市川市田尻３丁目741-３,千葉県,市川市,田尻３丁目,741-３,,35.70767598,139.9335195,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,田尻第１公園,ﾀｼﾞﾘﾀﾞｲ1ｺｳｴﾝ,,,,,122033,,千葉県市川市田尻3丁目863-4,千葉県,市川市,田尻3丁目,863-4,,35.70594664,139.9362373,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,田尻第２公園,ﾀｼﾞﾘﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市田尻5丁目253-4,千葉県,市川市,田尻5丁目,253-4,,35.70053005,139.934947,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,田尻第３公園,ﾀｼﾞﾘﾀﾞｲ3ｺｳｴﾝ,,,,,122033,,千葉県市川市田尻4丁目966-2,千葉県,市川市,田尻4丁目,966-2,,35.70348765,139.938492,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,田尻ゆうあい公園,ﾀｼﾞﾘﾕｳｱｲｺｳｴﾝ,,,,,122033,,千葉県市川市田尻3丁目697-2,千葉県,市川市,田尻3丁目,697-2,,35.7056464,139.9336201,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,辰の口公園,ﾀﾂﾉｸﾁｺｳｴﾝ,,,,,122033,,千葉県市川市曽谷7丁目1549-2,千葉県,市川市,曽谷7丁目,1549-2,,35.74559137,139.925471,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,たつのこ公園,ﾀﾂﾉｺｺｳｴﾝ,,,,,122033,,千葉県市川市妙典2丁目15,千葉県,市川市,妙典2丁目,15,,35.69503449,139.9290134,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,タブノキ公園,ﾀﾌﾞﾉｷｺｳｴﾝ,,,,,122033,,千葉県市川市南八幡5丁目647-3,千葉県,市川市,南八幡5丁目,647-3,,35.71988822,139.9232298,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ダリア公園,ﾀﾞﾘｱｺｳｴﾝ,,,,,122033,,千葉県市川市富浜3丁目6-17,千葉県,市川市,富浜3丁目,6-17,,35.6876264,139.9206039,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,たんぽぽ公園,ﾀﾝﾎﾟﾎﾟｺｳｴﾝ,,,,,122033,,千葉県市川市柏井町1丁目1702-23,千葉県,市川市,柏井町1丁目,1702-23,,35.73659932,139.9700357,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,千鳥公園,ﾁﾄﾞﾘｺｳｴﾝ,,,,,122033,,千葉県市川市福栄4丁目3767-298,千葉県,市川市,福栄4丁目,3767-298,,35.66771592,139.9144418,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,チューリップ公園,ﾁｭｰﾘｯﾌﾟｺｳｴﾝ,,,,,122033,,千葉県市川市新井3丁目28-41,千葉県,市川市,新井3丁目,28-41,,35.67052225,139.8987982,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,塚田公園,ﾂｶﾀﾞｺｳｴﾝ,,,,,122033,,千葉県市川市国分1丁目859-24,千葉県,市川市,国分1丁目,859-24,,35.74009425,139.9197366,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,塚の上公園,ﾂｶﾉｳｴｺｳｴﾝ,,,,,122033,,千葉県市川市宮久保2丁目28-88,千葉県,市川市,宮久保2丁目,28-88,,35.73880981,139.9315648,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,つきみそう公園,ﾂｷﾐｿｳｺｳｴﾝ,,,,,122033,,千葉県市川市行徳駅前1丁目9-25,千葉県,市川市,行徳駅前1丁目,9-25,,35.68275378,139.9178835,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,つくし公園,ﾂｸｼｺｳｴﾝ,,,,,122033,,千葉県市川市中国分1丁目127-16,千葉県,市川市,中国分1丁目,127-16,,35.75249738,139.9154303,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,つつじ公園,ﾂﾂｼﾞｺｳｴﾝ,,,,,122033,,千葉県市川市南行徳1丁目10-15,千葉県,市川市,南行徳1丁目,10-15,,35.67307913,139.9050621,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,つばき公園,ﾂﾊﾞｷｺｳｴﾝ,,,,,122033,,千葉県市川市塩焼3丁目13-5,千葉県,市川市,塩焼3丁目,13-5,,35.68533551,139.9236951,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,つめくさ公園,ﾂﾒｸｻｺｳｴﾝ,,,,,122033,,千葉県市川市北方町4丁目1906-21,千葉県,市川市,北方町4丁目,1906-21,,35.73314768,139.9612062,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,つゆくさ公園,ﾂﾕｸｻｺｳｴﾝ,,,,,122033,,千葉県市川市国府台5丁目3491-12,千葉県,市川市,国府台5丁目,3491-12,,35.75349401,139.9010461,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,つわぶき公園,ﾂﾜﾌﾞｷｺｳｴﾝ,,,,,122033,,千葉県市川市幸2丁目8-16,千葉県,市川市,幸2丁目,8-16,,35.6784805,139.926327,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,寺町公園,ﾃﾗﾏﾁｺｳｴﾝ,,,,,122033,,千葉県市川市本行徳376,千葉県,市川市,本行徳,376,,35.6955381,139.9225521,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,稲荷木第１公園,ﾄｳｶｷﾞﾀﾞｲ1ｺｳｴﾝ,,,,,122033,,千葉県市川市稲荷木1丁目639-3,千葉県,市川市,稲荷木1丁目,639-3,,35.71329774,139.9208938,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,稲荷木2丁目公園,ﾄｳｶｷﾞ2チョウメｺｳｴﾝ,,,,,122033,,千葉県市川市稲荷木2丁目542-1,千葉県,市川市,稲荷木2丁目,542-1,,35.70935239,139.922541,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東昌台公園,ﾄｳｼｮｳﾀﾞｲｺｳｴﾝ,,,,,122033,,千葉県市川市柏井町1丁目1792-3,千葉県,市川市,柏井町1丁目,1792-3,,35.73646987,139.9721538,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,戸崎公園,ﾄｻﾞｷｺｳｴﾝ,,,,,122033,,千葉県市川市曽谷4丁目813-2,千葉県,市川市,曽谷4丁目,813-2,,35.75202892,139.9276677,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,トチノキ公園,ﾄﾁﾉｷｺｳｴﾝ,,,,,122033,,千葉県市川市南八幡5丁目679-６,千葉県,市川市,南八幡5丁目,679-６,,35.71945346,139.9223821,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,殿内公園,ﾄﾉｳﾁｺｳｴﾝ,,,,,122033,,千葉県市川市大野町4丁目3117-5,千葉県,市川市,大野町4丁目,3117-5,,35.75884834,139.9602078,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,殿台公園,ﾄﾉﾀﾞｲｺｳｴﾝ,,,,,122033,,千葉県市川市大野町4丁目3052-5,千葉県,市川市,大野町4丁目,3052-5,,35.75547051,139.9590809,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,殿台第2公園,ﾄﾉﾀﾞｲﾆｺｳｴﾝ,,,,,122033,,千葉県市川市大野町4丁目3044-7,千葉県,市川市,大野町4丁目,3044-7,,35.75487002,139.9592094,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,中江川添公園,ﾅｶｴｶﾞﾜｿﾞｲｺｳｴﾝ,,,,,122033,,千葉県市川市南行徳3丁目11,千葉県,市川市,南行徳3丁目,11,,35.6683898,139.9032299,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,中国分公園,ﾅｶｺｸﾌﾞﾝｺｳｴﾝ,,,,,122033,,千葉県市川市中国分5丁目578-11,千葉県,市川市,中国分5丁目,578-11,,35.75690754,139.9082896,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,中国分１丁目公園,ﾅｶｺｸﾌﾞﾝ1ﾁｮｳﾒｺｳｴﾝ,,,,,122033,,千葉県市川市中国分1丁目120-28,千葉県,市川市,中国分1丁目,120-28,,35.75280725,139.9147535,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,中国分みずき公園,ﾅｶｺｸﾌﾞﾝﾐｽﾞｷｺｳｴﾝ,,,,,122033,,千葉県市川市中国分3丁目282-30,千葉県,市川市,中国分3丁目,282-30,,35.7556413,139.915114,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,中山公園,ﾅｶﾔﾏｺｳｴﾝ,,,,,122033,,千葉県市川市中山2丁目207-1,千葉県,市川市,中山2丁目,207-1,,35.72293422,139.9498391,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,中山３丁目公園,ﾅｶﾔﾏ3ﾁｮｳﾒｺｳｴﾝ,,,,,122033,,千葉県市川市中山3丁目350-1,千葉県,市川市,中山3丁目,350-1,,35.71797378,139.9493944,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,中山東公園,ﾅｶﾔﾏﾋｶﾞｼｺｳｴﾝ,,,,,122033,,千葉県市川市中山4丁目406-1,千葉県,市川市,中山4丁目,406-1,,35.71690748,139.9470331,,,公園緑地課　(047)712-6367,,,,,,,,,
