全国地方公共団体コード,法人番号,ID,地方公共団体名,名称,名称_カナ,名称_英語,POIコード,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,画像,画像2,画像_ライセンス,URL,備考
122033,,40,市川市,高圓寺と藤まつり,コウエンジトフジマツリ,Koenji Temple and Fuji Festival,,122033,,千葉県市川市宮久保4丁目5-1,千葉県,市川市,宮久保4丁目,5-1,,35.73699982,139.9385651,,,,,,,,,樹齢200 年の長寿藤は他には見られない。4 月29日? 5 月5 日に「藤まつり」開催。,An old fuji (Japanese wisteria) tree boasts a longevity of 200 years. Fuji Festival is held from May 3rd to 5th.,Ｊ Ｒ 本八幡駅北口　バス宮久保坂下下車　徒歩7 分,,,,,,,,,,,,,,,,,,,,047-372-9588,,,,,,ATTACH/50b18735-8750-485c-adce-deee5f1a32b2.jpg,,,,歴史・文化、生活風景
122033,,41,市川市,白幡神社と高台からの眺め,シラハタジンジャトタカダイカラノナガメ,View from the Shirahata Jinja Shrine and the hill,,122033,,千葉県市川市宮久保4丁目2-4,千葉県,市川市,宮久保4丁目,2-4,,35.73673793,139.9361204,,,,,,,,,武内宿禰、菅原道真公が祀られている。境内には、四季折々の花々が咲き誇る。高台からは市内を見渡せる。,"In the courtyard, you can enjoy flowers season to season. You can overlook the city from the hill.",Ｊ Ｒ 本八幡駅北口　バス宮久保坂下下車　徒歩5 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\face90db-f8a0-464d-b853-8803129d8743.jpg,,,,歴史・文化、まち並み
122033,,42,市川市,真間川と桜並木,ママガワトサクラナミキ,Mamagawa River and Row of Cherry Trees,,122033,,千葉県市川市,千葉県,市川市,,,,35.73654826,139.9263495,,,,,,,,,国道14 号鬼越付近から真間川沿い約2km 続く桜並木。毎月4 月上旬に「桜祭り」開催。,There are about 2 kilometers of cherry trees along Mamagawa River near National Highway 14. The Cherry Blossom Festival is held in early April every year.,京成線鬼越駅　徒歩3 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/220901cb-861f-4331-b9ff-0504092c2bc6.jpg,ATTACH\444b2d52-2464-4a3e-af2d-9ea4397ad5f1.JPG,,,自然
122033,,43,市川市,昭和学院のオープンスペース,ショウワガクインノオープンスペース,The Open Space at Showa College,,122033,,千葉県市川市東菅野2丁目17-1,千葉県,市川市,東菅野2丁目,17-1,,35.73488639,139.931023,,,,,,,,,建替えにあたり、桜並木を活かした公開空地を設け、市民に憩いの場を提供。第4回市川市景観賞受賞。,"In the course of redevelopment, public open space was created for providing place of relaxation for citizens. Won the fourth Ichikawa City Landscape Award.",JR本八幡駅北口バス　昭和学院下車,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\142b8ffa-1a39-4efa-bba8-d186bce92e73.JPG,,,,まち並み
122033,,44,市川市,白幡天神社と湯の花祭り,シラハタテンジンシャトユノハナマツリ,Shirahatatenjin Shrine and Yunohana Festival,,122033,,千葉県市川市菅野1丁目15-2,千葉県,市川市,菅野1丁目,15-2,,35.72877456,139.9267414,,,,,,,,,境内には梅、桜、椿などの樹木。一年の無病息災を祈願する「湯の花祭り」が開催される（毎年2 月20 日開催）,"There are plum trees, cherry trees, camellia and other trees in the courtyard. Hold a ""Yunohana Festival"" that prays for a year without disease or disaster (held on February 20 every year)",JR本八幡駅北口徒歩15 分,,,,,,,,,,,,,,,,,,,,047-322-1798,,,,,,ATTACH\414e2d8f-6681-46be-8370-95337fa6d85d.JPG,,,,歴史・文化、生活風景
122033,,45,市川市,クロマツと街並み,クロマツトマチナミ,Japanese Black Pine Trees and Streetscape,,122033,,千葉県市川市,千葉県,市川市,,,,35.73357917,139.9116301,,,,,,,,,京成線沿線の住宅地に残るクロマツのある街並みは、自然と共に暮らしてきた姿を今に伝えている。,The streetscape in which Japanese pine trees remain in the residential area along Keisei line tells that this area was once seashore.,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/50182cc8-5e19-4d36-8e8a-1bccf6b0cb92.JPG,ATTACH\01cbcc5b-4c15-4552-bb28-707d6fa5033b.JPG,,,自然、まち並み
122033,,46,市川市,平田緑地,ヒラタリョクチ,Hirata Ryokuci Green Space,,122033,,千葉県市川市平田2丁目23,千葉県,市川市,平田2丁目,23,,35.72808193,139.9185302,,,,,,,,,諏訪神社の裏手から菅野駅へ続くクロマツ林の緑地。かつてあった屋敷の庭の名残り。,A loose stand of black pine streches from the rear of Suwa Jinja Shrine to Sugano Station.. The remains of the courtyard of the mansion which used to be located.,京成線菅野駅　徒歩2 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\09a045ff-e6d4-4257-bb65-ca5cf576836d.JPG,,,,自然
122033,,47,市川市,文学の道,ブンガクノミチ,Walking Path of Literature (Sakuradote Koen Park),,122033,,千葉県市川市真間3丁目5-3-1地先,千葉県,市川市,真間3丁目,5-3-1,地先,35.73595674,139.913155,,,,,,,,,桜土手公園と手児奈橋公園には市川ゆかりの文化人と万葉の歌を紹介した説明板が設置され、文学の道と呼ばれています。,"At Sakuradote Koen Park and Tekona Bashi Bridge Park, signboards which introduce cultural people related to Ichikawa and their Mannyo songs were set. The street is called the ""Road of Literature.""",ＪＲ市川駅北口　徒歩10分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\713944f9-3aba-4a01-a314-5d73cb9116d1.JPG,,,https://www.city.ichikawa.lg.jp/cul01/1551000030.html,自然、歴史・文化、まち並み
122033,,48,市川市,郭沫若記念館,カクマツジャクキネンカン,"Memorial Museum of Kakumatsujaku, Guo Moruo",,122033,,千葉県市川市真間5丁目3-19,千葉県,市川市,真間5丁目,3-19,,35.7410139,139.9126251,,,,,,,,,中国の文学者・歴史学者・政治家である故郭沫若氏の旧宅を真間5丁目公園に移築・復元し、整備したもの。園内に咲く春の芝桜は必見。※月曜休館,"The old house of the late Chinese writer, historian and politician, Guo Moruo was moved and renovated. Please confirm closing day with the museum.",京成線市川真間駅徒歩約16分JR市川駅　徒歩約20分,,,,,,,,,,,,,,,,,,,,047-372-5400,,,,,,ATTACH/95cd03da-f125-42da-9c01-7c02338c6d8d.jpg,,,https://www.tekona.net/kakumatsujaku/,歴史・文化、まち並み
122033,,49,市川市,芳澤ガーデンギャラリー,ヨシザワガーデンギャラリー,Yoshizawa Garden Gallery,,122033,,千葉県市川市真間5丁目1-18,千葉県,市川市,真間5丁目,1-18,,35.73960176,139.9114301,,,,,,,,,約１，０００坪の敷地に庭園を活かしたギャラリーとして開設。四季折々の木々や草花と芸術作品が楽しめる。※庭園見学は無料、施設入館料は展覧会ごとに異なる。月曜休館（祝日の場??,"It was opened as a gallery to make use of the garden. You can enjoy different trees, flowers and works of art in the four seasons. The visit to the garden is free, and the admission fee for facilities varies from exhibition to exhibition. Closed on Mondays. Please confirm closing days with the museum.",ＪＲ市川駅北口　徒歩16分　京成市川真間駅　徒歩12分,,,,,,,,,,,,,,,,,,,,047-374-7687,,,,,,ATTACH\2cb9d4fd-4bfd-48f7-8364-cd064add0dd0.JPG,,,http://www.tekona.net/yoshizawa/,歴史・文化、まち並み
122033,,50,市川市,須和田公園,スワダコウエン,Suwada Koen Park,,122033,,千葉県市川市須和田2丁目34,千葉県,市川市,須和田2丁目,34,,35.73894441,139.912715,,,,,,,,,弥生時代後期の須和田遺跡を整備し公園としたもの。桜の名所で、バラ園あり。ボランティア（IGC）が花壇の手入れを行っている。,The Suwada Remains site in the late Yayoi era was arranged into a park. It is a famous place for cherry blossom and there is also a rose garden. Volunteers (IGC) are maintaining the flower beds.,京成線市川真間駅徒歩約15分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\afbc7228-dccf-4819-aeeb-90962e5994db.jpg,,,http://www.city.ichikawa.lg.jp/gre04/1111000005.html,まち並み
122033,,51,市川市,木内ギャラリー,キウチギャラリー,Kiuchi Gallery,,122033,,千葉県市川市真間4丁目11-4,千葉県,市川市,真間4丁目,11-4,,35.73988032,139.9054989,,,,,,,,,建物は明治後期から大正前期の近代建築様式で、洋館部分が再築され、市に寄贈されました。現在は文化活動施設として活用しています。※企画展は有料の場合あり。月曜休館,The building is the modern architectural style from the late Meiji period to the early Taisho period. A part of Kiuchi Family's house were rebuilt and donated to the city. It is now used as a facility for cultural activities. There is a charge for the enterprise exhibition. Closed on Mondays. Please confirm closing days with the museum.,ＪＲ市川駅北口　バス　真間山下下車徒歩5 分,,,,,,,,,,,,,,,,,,,,047-371-4916,,,,,,ATTACH\b51bd1cd-0ca8-4863-abd1-48e69d112ae1.JPG,,,http://www.tekona.net/kiuchi/,歴史・文化、まち並み
122033,,52,市川市,真間山,ママサン,Mamasan Hills,,122033,,千葉県市川市真間4丁目9-1,千葉県,市川市,真間4丁目,9-1,,35.73999526,139.9067707,,,,,,,,,スダジイやクスノキなどの斜面林が真間から江戸川に沿って、里見公園付近まで続く。,"Hillside forests of Sudajii and camphor trees, run from the middle of Edogawa to near Satomi Koen Park.",ＪＲ市川駅北口　バス　真間山下下車徒歩2分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/2ff8cc08-f783-47bd-82b8-f7f081c4197a.jpg,ATTACH\4d2160ea-fd99-4b0d-94d2-89bf5e1479bf.JPG,,,自然
122033,,53,市川市,弘法寺と伏姫桜,グホウジトフセヒメザクラ,Guhoji Temple and Fusehime-Zakura Cherry Blossoms,,122033,,千葉県市川市真間4丁目9-1,千葉県,市川市,真間4丁目,9-1,,35.73989225,139.9074717,,,,,,,,,天平9 年（737 年）創建の古刹。樹齢400年の「伏姫桜」や石階段途中には乾くことのない「涙石」が…。,"An ancient temple founded in the ninth year of Tenpyo era (737). There are 400-year-old ""Fusehime Zakura"" and the stone steps which nevery dry, called ""tear stone."" ",ＪＲ市川駅北口　バス　真間山下下車徒歩2 分,,,,,,,,,,,,,,,,,,,,047-371-2242,,,,,,ATTACH/e1751935-bc63-4cb5-aa7e-3ac7e52f5884.jpg,ATTACH\790a8bc3-7610-4fd2-951d-f44afc7b613c.jpg,,http://www.city.ichikawa.lg.jp/cul01/1551000030.html#03,自然、歴史・文化
122033,,54,市川市,手児奈霊神堂とまつり,テコナレイジンドウトマツリ,Tekona Reijindo Shrine and Festival,,122033,,千葉県市川市真間4丁目5-21,千葉県,市川市,真間4丁目,5-21,,35.73828946,139.9093524,,,,,,,,,万葉歌人によって歌に詠まれた伝説の美女・手児奈を祀る。霊神堂の横には真間の入江の名残を留める池。４月には「史蹟まつり」、７月には「ほおずき市」、１０月には「手児奈まつり」,"Dedicated to the legendary beauty, Tekona, who was recited by the Mannyo poet in the song. Next to the temple is a pond that keeps the remains of the river cove. The ""Historical site Festival"" in April, the ""Firefly City"" in July, and the ""Tekona Festival"" in October.",ＪＲ市川駅北口　徒歩15分,,,,,,,,,,,,,,,,,,,,047-371-2953,,,,,,ATTACH/a940b8b9-6993-484e-bd62-c8b149fe95aa.jpg,ATTACH\95e44fd4-8f7c-4af3-8ece-b83bd95005b3.JPG,,http://www.city.ichikawa.lg.jp/cul01/1551000030.html#05,歴史・文化、生活風景
122033,,55,市川市,大門通り,ダイモンドオリ,Daimon Dori Street,,122033,,千葉県市川市市川1丁目地先,千葉県,市川市,市川1丁目,,地先,35.73256246,139.9071085,,,,,,,,,真間山弘法寺へと続く道で、かつては参道として利用されていた。沿道の民家の壁には市川の書家による万葉の歌が飾られている。,Approach way that leads to Guhoji Temple. The walls of a private houses by the roadside are decorated with Mannyo songs written by Ichikawa calligrapher.,ＪＲ市川駅北口　徒歩4 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\65a5deec-25f2-4f44-8317-11653afd4067.jpg,,,http://www.city.ichikawa.lg.jp/cul01/1551000030.html,まち並み、生活風景
122033,,56,市川市,国道14号のバラ,コクドウジュウヨンゴウノバラ,Roses at Route 14,,122033,,千葉県市川市市川3丁目地先,千葉県,市川市,市川3丁目,,地先,35.73369443,139.9009782,,,,,,,,,市川橋を渡って市内に入ると、ガーデニング・シティいちかわの花々に出迎えられる。,"When you cross the Ichikawa Bridge into the city, you will be greeted by the flowers of the Gardening City, Ichikawa.",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\3442a56b-dc6c-41ae-8566-1274dfc9bbb6.JPG,,,,自然
122033,,57,市川市,市川駅周辺,イチカワエキシュウヘン,Around Icikawa Station,,122033,,千葉県市川市市川1丁目1-1,千葉県,市川市,市川1丁目,1-1,,35.72930299,139.9078594,,,,,,,,,市川駅は明治27年に開設。千葉県の玄関口になる駅で、駅周辺には多くの商業施設が集まり、賑わいを見せている。,"Ichikawa Station was opened in the 27th year of Meiji period. It is a porch station of Chiba Prefecture, and there are many commercial facilities gathered around the station, showing a lively scene.",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/1d8457ca-3b43-40d9-ae2c-e887433e2c29.JPG,ATTACH\f9f4204d-b30f-4e1c-bab6-ae49d5d190ca.JPG,,,まち並み
122033,,58,市川市,I-linkタウンいちかわ,アイリンクタウンイチカワ,I-link Town Ichikawa,,122033,,千葉県市川市市川南1丁目10-1,千葉県,市川市,市川南1丁目,10-1,,35.72915705,139.9059546,,,,,,,,,市街地再開発事業により新たに誕生した街。ザタワーズウエストの45階から市内一円の眺望を楽しむことができ、「新日本三大夜景・夜景100選」のひとつ。,"A new city born as a result of urban redevelopment. You can enjoy an entire view of the city from the 45th floor of  ""Towers West"", which is one of the ""top three Night Views of Japan"".",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/2bdc0de4-9f06-4301-9e03-ceb6b91378c9.JPG,ATTACH\1fda0f7c-a57c-42f2-be3d-e0dbe2174078.jpg,,http://www.city.ichikawa.lg.jp/eco04/1111000055.html,まち並み
122033,,59,市川市,パークシティ市川のオープンスペース,パークシティイチカワノオープンスペース,The open space of Park City Ichikawa,,122033,,千葉県市川市市川南3丁目12,千葉県,市川市,市川南3丁目,12,,35.73067692,139.9001933,,,,,,,,,公開空地にはビオトープとケヤキ等の樹木。清掃活動や花植え活動を行うパークシティ市川美化クラブは第5回市川市景観賞受賞。,"There are biotope and trees such zelkova trees in the open space. The Park City Beautification Club, which carries out cleaning activities and flower arrangement activities, won the 5th Ichikawa Landscape Award.",JR市川駅南口　徒歩約10分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\40f36404-ff33-4d22-b1b1-07b719608182.jpg,,,,まち並み
122033,,60,市川市,大洲防災公園,オオスボウサイコウエン,Ohsu Disaster Prevention Park,,122033,,千葉県市川市大洲1丁目18,千葉県,市川市,大洲1丁目,18,,35.71818595,139.910542,,,,,,,,,通常は市民の憩いの場としてレクリエーションやイベントなどに使用され、災害時には各種防災機能を揃えた拠点となる。（P あり）,"As a rest place for citizens, it is usually used for recreation and events. It has become a location with complete disaster prevention functions in times of disasters. (with P)",JR 市川駅南口　バス　大洲防災公園下車,,,,,,,,,,,,,,,,,,,管理事務所,047-379-3577,,,,,,ATTACH/8f71251e-f197-4d1e-be49-0edb5d073a7f.jpg,,,https://www.city.ichikawa.lg.jp/gre04/osubosai.html,まち並み
122033,,61,市川市,葛飾八幡宮と千本イチョウ,カツシカハチマングウトセンボンイチョウ,Katsushika Hachimangu Shrine and Thousands of  Ginkgo Trees,,122033,,千葉県市川市八幡4丁目2-1,千葉県,市川市,八幡4丁目,2-1,,35.7241182,139.9307889,,,,,,,,,平安時代、宇多天皇の命により建立。梵鐘が県指定、随神門が市指定の有形文化財。千本イチョウは国指定天然記念物。毎年9 月15 日? 20 日にボロ市（農具市）開催。,"In the Heian era, it was built by order of Emperor Uda. The temple bell is a tangible cultural property designated by prefecture and the Zuishinmon Gate, the tangible cultural property designated by the city. Thousands of ginkgo trees is a natural monument designated by the state. It is held in Boro Market (Farm tools City) from September 15th to 20th every year.",ＪＲ本八幡駅北口　徒歩7分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/17b05253-ce1e-46a4-8433-8e1e13d81e6e.JPG,ATTACH\5a67a483-fae1-44b9-afaf-8d080b03293a.jpg,,,自然、歴史・文化
122033,,62,市川市,本八幡駅周辺,モトヤワタエキシュウヘン,Around of Motoyawata  Station,,122033,,千葉県市川市八幡2丁目16-1,千葉県,市川市,八幡2丁目,16-1,,35.72115385,139.9271732,,,,,,,,,本八幡駅は昭和10年に開設。多彩な商業施設が集まり、現在駅北口周辺では市街地再開発事業が進められている。,"Motoyawata Station opened in 1935. Rich and colorful commercial facilities are gathered. At present, urban redevelopment projects are being promoted around the north entrance of the station.",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\8b636778-39f1-4cc2-96c3-a348cf8c036f.jpg,,,,まち並み
122033,,63,市川市,八幡やぶしらず,ヤワタヤブシラズ,Yabushirazu,,122033,,千葉県市川市八幡2丁目8,千葉県,市川市,八幡2丁目,8,,35.72157966,139.9300439,,,,,,,,,水戸黄門が入ったところ出られなくなったという伝説を持つ。鳥居と祠（ほこら）に護られた小さいながらも神秘的な竹やぶ。,The legend  place where Mito Komon entered can't come out. A small and mysterious bamboo forest protected by Torii and ancestral halls (Hokora).,ＪＲ本八幡駅北口　徒歩5分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\b7140963-cf55-494f-9cab-5602e4c07a84.jpg,,,http://www.city.ichikawa.lg.jp/edu09/1111000055.html,自然、歴史・文化
122033,,64,市川市,ニッケコルトンプラザ周辺,ニッケコルトンプラザシュウヘン,Around Nikke colton Square,,122033,,千葉県市川市鬼高1丁目1-1,千葉県,市川市,鬼高1丁目,1-1,,35.71581144,139.9335885,,,,,,,,,豊かな樹木に囲まれ、専門店、レストラン、映画館などが集まった大規模な商業施設。　（P あり）,"Surrounded by rich trees, there are large-scale commercial facilities such as specialty stores, restaurants, cinemas and so on. (Parking Available)",JR本八幡駅南口　徒歩10分　本八幡駅北口より無料バスあり,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\5c4655a5-a31c-422e-a34b-6262fc2b3a0e.jpg,,,,まち並み、生活風景
122033,,65,市川市,メディアパーク・現代産業科学館周辺,メディアパーク・ゲンダイサンギョウカガクカンシュウヘン,Around the Modern Industrial Science Museum and the Media Park,,122033,,千葉県市川市鬼高1丁目1-3,千葉県,市川市,鬼高1丁目,1-3,,35.71553054,139.9325146,,,,,,,,,〈メディアパーク〉図書館、こども館、文学ミュージアムなどを併設した多目的施設。（P あり）〈現代産業科学館〉産業、科学技術を遊びながら学べる施設。（入館有料）,"The Media Park has multi-purpose facilities such as library, children's hall, literature museum and so on. (Parking Available) the Modern Industrial Science Museum, a facility for learning while playing science and technology. (admission fee)",JR 本八幡駅南口　徒歩15分（コルトンプラザ隣）,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/4d07d3e7-32a4-48e1-a13a-1c796bc17afe.JPG,,,http://www.city.ichikawa.lg.jp/edu13/1111000021.html,まち並み
122033,,66,市川市,文化会館前とプロムナード,ブンカカイカンマエトプロムナード,In front of the Civic Hall and Promnard,,122033,,千葉県市川市大和田1丁目1-5,千葉県,市川市,大和田1丁目,1-5,,35.7164809,139.9217118,,,,,,,,,市制施行50周年を記念して、大・小のホールをはじめ、展示室、茶室、華道室、会議室などを備えた芸術文化の拠点として設立。プロムナードはケヤキ並木。,"In order to commemorate the 50th anniversary of the implementation of the municipal system, headed by large and small halls, it was established as an artistic and cultural stronghold with exhibition halls, teahouses, flower rooms, conference rooms and so on. Promnard is shaded by beech trees.",JR本八幡駅南口徒歩10 分,,,,,,,,,,,,,,,,,,,,047-379-5111,,,,,,ATTACH\33441e1f-c401-40af-a547-29007238e02e.jpg,,,http://www.tekona.net/bunkakaikan/,自然、まち並み
122033,,67,市川市,原木山妙行寺,バラキサンミョウギョウジ,Barakisanmyogyouji temple,,122033,,千葉県市川市原木1丁目24-1,千葉県,市川市,原木1丁目,24-1,,35.70202275,139.9474719,,,,,,,,,天文7 年（1538 年）開創の日蓮宗の古刹。山門や春の枝垂桜がみどころ。,The ancient temple of the Japanese Lotus sect founded in 1538. The mountain gate and the branches of spring are interesting.,東西線原木中山駅徒歩10 分,,,,,,,,,,,,,,,,,,,,047-327-1461,,,,,,ATTACH\87cceacb-c7ba-4e1d-b5c4-8497c0afee7c.JPG,,,,歴史・文化
122033,,68,市川市,行徳橋（行徳可動堰）,ギョウトクバシ（ギョウトクカドウゼキ）,Gyotoku Bridge,,122033,,千葉県市川市稲荷木2丁目地先,千葉県,市川市,稲荷木2丁目,,地先,35.70320613,139.9233615,,,,,,,,,可動堰は昭和32年に完成した東洋一のローリングゲート。周辺はハゼ釣り、水遊びなどで楽しめる市民憩いの場。,"The movable Weir is No1 in the East built in 1957. The surrounding area is a resting place for citizens who can fish, swim in the water and so on.",東西線妙典駅北口徒歩20 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\9534980a-3f2e-4a3c-87db-813fa6637839.JPG,,,,まち並み
122033,,69,市川市,江戸川妙典堤防,エドガワミョウデンテイボウ,Edogawa River Myoden Embankment,,122033,,千葉県市川市妙典6丁目地先,千葉県,市川市,妙典6丁目,,地先,35.69508369,139.9320056,,,,,,,,,堤防の上には約50本の河津桜があり、春になると満開の花を咲かせる。,"There are about 50 Hejin cherry trees on the dam, which bloom in spring.",東西線妙典駅東口　徒歩１０分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\4b7c2977-e101-4a35-8df6-09c485b5ecb6.jpg,,,,自然
122033,,70,市川市,徳願寺,トクガンジ,Tokuganji Temple,,122033,,千葉県市川市本行徳5-22,千葉県,市川市,本行徳,5-22,,35.69490344,139.9218967,,,,,,,,,徳川家と宮本武蔵ゆかりの寺。山門、鐘楼、経蔵は市指定文化財。毎年11 月16 日のお十夜に寺宝一般公開。,"The temple of Tokugawa and Miyamoto Musashi. The mountain gate, clock tower and warehouse are the cultural property designated by the city. Sibao is open to the public on the tenth night of November 16 every year.",東西線妙典駅北口徒歩5 分,,,,,,,,,,,,,,,,,,,,047-357-2372,,,,,,ATTACH/296ea51d-b6c1-4c31-bb36-e380ddfa01c3.jpg,ATTACH\c943f998-727e-4422-a375-8c0f2445612e.JPG,,http://www.city.ichikawa.lg.jp/edu09/1551000010.html,歴史・文化
122033,,71,市川市,行徳寺町通り周辺の街並み,ギョウトクテラマチドオリシュウヘンノマチナミ,Around Gyotoku Temple Street,,122033,,千葉県市川市本行徳地先,千葉県,市川市,本行徳,,地先,35.69471452,139.9212097,,,,,,,,,江戸時代に「戸数千軒、寺百軒」と言われたほど多くの寺社が集まり、今も昔懐かしい風情が残る。,"Many temples and shrines gathered in the Edo period, known as ""1,000 houses, 100 temples"", are still nostalgic to this day.",東西線妙典駅北口徒歩7 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/43c06f65-ff98-4d41-8758-25ad7fdb6998.JPG,ATTACH\455485b5-2b42-43c6-b24a-9764ea5427fe.JPG,,,歴史・文化、まち並み
122033,,72,市川市,行徳の歴史・文化史ある建築物,ギョウトクノレキシ・ブンカシアルケンチクブツ,A Building with a History of Morality and Culture.,,122033,,千葉県市川市本行徳地先,千葉県,市川市,本行徳,,地先,35.69303603,139.9175361,,,,,,,,,歴史ある建物が多数、残っている。成田山詣や製塩業で繁栄した当時の風情を偲ばれる。,There are also many buildings with a long history. The amorous feelings during Narita Mountain's pilgrimage and the prosperity of the salt industry are remembered.,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/6f434d64-cb2b-42ff-9b25-a07a146cbf39.jpg,ATTACH\7fff8a2e-30c0-4aa7-a9be-4c7242edc36f.jpg,,,歴史・文化、まち並み
122033,,73,市川市,権現道,ゴンゲンミチ,Gongemichi Street,,122033,,千葉県市川市本行徳地先,千葉県,市川市,本行徳,,地先,35.69397269,139.9204038,,,,,,,,,徳川家康（権現様）が東金に鷹狩に行く際に通った道。周辺に多くのお寺や神社がある。,Tokugawa Iyeyasu (Gongensama)  Falconry passed the road when it went. There are many temples and shrines around.,東西線妙典駅北口徒歩7 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/a7aea352-0f1f-4cbf-a250-a7a98c249b15.jpg,ATTACH/e84ffe18-0307-45bc-a708-ce744d815089.JPG,,https://www.city.ichikawa.lg.jp/cul01/1111000205.html,歴史・文化、まち並み
122033,,74,市川市,八幡神社と桜,ハチマンジンジャトサクラ,Hachiman Shrine and Cherry Blossom,,122033,,千葉県市川市本行徳25-20,千葉県,市川市,本行徳,25-20,,35.69223714,139.9173481,,,,,,,,,天正元（1573）年、相模国鎌倉の鶴岡八幡宮を勧請して建てたと言われている。境内には力石や大イチョウもある。,"In 1573, the Tsurugaoka Hachimangu Palace in Kamakura,was urged to build it. There are also Lishi and Ginkgo biloba in the precinct.",東西線行徳駅　バス行徳3丁目下車すぐ,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\c975b51c-32d4-462b-8a47-763890b36dfa.jpg,,,,自然、歴史・文化
122033,,75,市川市,行徳みこしとまつり,ギョウトクミコシトマツリ,The Mikoshi of Gyotoku and Festival,,122033,,千葉県市川市本行徳地先,千葉県,市川市,本行徳,,地先,35.69137532,139.9164212,,,,,,,,,江戸中期頃から行徳みこしは有名で、盛んに作られるようになった。通称「五ヵ町祭礼」は３年に一度10月に開催され、独特の「もみ方」で知られている。,"Since the middle of Edo, the Shrine of Gyotoku is very famous and has been actively produced. Commonly known as the ""Goka-cho ceremony"", held every three years in October, it is famous for its unique ""kneading style"".",東西線妙典駅北口徒歩10 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/65ac78d5-cc67-4ed2-902d-807dc2e14425.jpg,ATTACH\afe70505-154d-41cb-b4eb-4d3a7393af98.JPG,,,歴史・文化、生活風景
122033,,76,市川市,常夜灯（公園）,ジョウヤトウ（コウエン）,Jyoyato Park,,122033,,千葉県市川市本行徳34地先,千葉県,市川市,本行徳,34,地先,35.69107045,139.9150594,,,,,,,,,江戸時代、成田山詣の出発点。航路（行徳船）の安全を祈願して成田山に奉納された。（市指定文化財）,"The Edo era was the starting point of Narita Mountain's pilgrimage. In order to pray for the safety of the route (moral ship), it was dedicated to Narita Mountain. (municipal designated cultural property)",東西線行徳駅　バス行徳4 丁目下車すぐ／東西線妙典駅北口　徒歩15 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/ddfcd36f-3650-44a4-a561-befc9faabece.JPG,ATTACH\071f1445-1f72-4334-8e18-312fa6fa1e61.jpg,,http://www.city.ichikawa.lg.jp/edu09/1511000007.html,自然、歴史・文化
122033,,77,市川市,旧行徳街道,キュウギョウトクカイドウ,Old Gyotoku Street,,122033,,千葉県市川市,千葉県,市川市,,,,35.68828183,139.9136796,,,,,,,,,築100 年をこえる旧家が現在も残る、かつての宿場を彷彿とさせる旧街道。,"The old street is reminiscent of the former post station, which still has a house of more than 100 years.",東西線妙典駅北口徒歩10 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\5c9bfe6e-2c82-4c83-843a-933e3f4e14c1.JPG,,,http://www.city.ichikawa.lg.jp/cul01/1441000003.html,歴史・文化、まち並み
